SR,AuthorID,Affiliation,Country,PersonID
"EIRIZ V, 2019, J SMALL BUS MANAGE",ORCID:0000-0003-2717-277X,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-2717-277X
"EIRIZ V, 2019, J SMALL BUS MANAGE",ORCID:0000-0003-3400-5996,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-3400-5996
"EIKHOF DR, 2006, CREAT INNOV MANAG",ORCID:0000-0003-2596-4167,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-2596-4167
"EIKHOF DR, 2006, CREAT INNOV MANAG",ORCID:0000-0002-8067-1191,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-8067-1191
"MOTTNER S, 2005, J BUS RES",ORCID:0000-0003-3721-6836,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-3721-6836
"MOSTAFA RB, 2020, INT J BANK MARK",ORCID:0000-0002-4621-1167,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-4621-1167
"ELMS J, 2012, J MARKET MANAG-UK",ORCID:0000-0002-4742-5749,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-4742-5749
"ELMS J, 2012, J MARKET MANAG-UK",ORCID:0000-0001-7727-5537,NO AFFILIATION,NO COUNTRY,ORCID:0000-0001-7727-5537
"MOSS TW, 2014, FAM BUS REV",ORCID:0000-0002-8757-2858,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-8757-2858
"ENTRIALGO M, 2000, TECHNOVATION",ORCID:0000-0001-6840-3365,NO AFFILIATION,NO COUNTRY,ORCID:0000-0001-6840-3365
"ENTRIALGO M, 2000, TECHNOVATION",ORCID:0000-0002-4760-3090,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-4760-3090
"ENTRIALGO M, 2000, TECHNOVATION",OA:A5008850000,NO AFFILIATION,NO COUNTRY,OA:A5008850000
"ENKEL E, 2010, R&D MANAGE",ORCID:0000-0001-5274-793X,NO AFFILIATION,NO COUNTRY,ORCID:0000-0001-5274-793X
"ENIOLA AA, 2014, INT J RES STUDIES MA",ORCID:0000-0001-9709-3749,NO AFFILIATION,NO COUNTRY,ORCID:0000-0001-9709-3749
"ENIOLA AA, 2014, INT J RES STUDIES MA",OA:A5039075537,NO AFFILIATION,NO COUNTRY,OA:A5039075537
"ENIOLA A, 2014, ARABIAN J BUSINESS M",ORCID:0000-0003-1796-4458,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-1796-4458
"ENIOLA A, 2014, ARABIAN J BUSINESS M",ORCID:0000-0002-2489-469X,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-2489-469X
"ENGESTROM Y, 1999, PERSPECTIVES ACTIVIT",ORCID:0000-0002-6949-4278,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-6949-4278
"ENGELEN A, 2014, RES POLICY",OA:A5070768050,NO AFFILIATION,NO COUNTRY,OA:A5070768050
"ELO S, 2008, J ADV NURS",ORCID:0000-0002-4833-4937,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-4833-4937
"ELO S, 2008, J ADV NURS",ORCID:0000-0002-5723-3484,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-5723-3484
"ENGELEN A, 2014, J SMALL BUS MANAGE",OA:A5060312298,NO AFFILIATION,NO COUNTRY,OA:A5060312298
"ENGELEN A, 2014, J INT MANAG",OA:A5016401619,NO AFFILIATION,NO COUNTRY,OA:A5016401619
"ENGELEN A, 2009, J INT ENTREP",OA:A5061608893,NO AFFILIATION,NO COUNTRY,OA:A5061608893
"MOSQUERA P, 2024, INT J ETHICS SYST",ORCID:0009-0007-5858-0211,NO AFFILIATION,NO COUNTRY,ORCID:0009-0007-5858-0211
"ENGELBRECHT SA, 2017, SA J HUMAN RESOURCE",OA:A5001256092,NO AFFILIATION,NO COUNTRY,OA:A5001256092
"MOSQUERA P, 2024, INT J ETHICS SYST",ORCID:0000-0002-5270-2165,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-5270-2165
"ENGELBRECHT AS, 2017, LEADERSHIP ORG DEV J",OA:A5080884690,NO AFFILIATION,NO COUNTRY,OA:A5080884690
"ENGEL Y, 2017, J BUS VENTURING",ORCID:0000-0001-5383-922X,NO AFFILIATION,NO COUNTRY,ORCID:0000-0001-5383-922X
"ENDRIS EBRAHIM, 2022, J INNOV ENTREP",ORCID:0000-0002-9048-2351,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-9048-2351
"ENDRIS EBRAHIM, 2022, J INNOV ENTREP",ORCID:0000-0001-8011-5710,NO AFFILIATION,NO COUNTRY,ORCID:0000-0001-8011-5710
"EMINI A, 2021, EKON MISAO PRAKSA",OA:A5052872465,NO AFFILIATION,NO COUNTRY,OA:A5052872465
"EMERY M, 2006, COMMUNITY DEV",OA:A5109205069,NO AFFILIATION,NO COUNTRY,OA:A5109205069
"EMERY M, 2006, COMMUNITY DEV",ORCID:0000-0002-9502-5678,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-9502-5678
"EMAMI A, 2021, MANAGE DECIS",ORCID:0000-0002-2680-8628,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-2680-8628
"ELYASI S, 2009, DEV UV PHOTOREACTOR",ORCID:0000-0002-0109-3152,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-0109-3152
"MOSQUERA P, 2024, INT J ETHICS SYST",OA:A5113379080,NO AFFILIATION,NO COUNTRY,OA:A5113379080
"EID R, 2015, TOURISM MANAGE",ORCID:0000-0001-6139-7054,NO AFFILIATION,NO COUNTRY,ORCID:0000-0001-6139-7054
"ECCLES RG, 2014, MANAGE SCI",OA:A5008711305,NO AFFILIATION,NO COUNTRY,OA:A5008711305
"ECCLES RG, 2014, MANAGE SCI",ORCID:0000-0002-5945-4870,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-5945-4870
"MORTEN BJ, 2006, JOURNAL OF TARGETING",OA:A5113862183,NO AFFILIATION,NO COUNTRY,OA:A5113862183
"EBRAHIMI P, 2018, CONTRIB MANAG SCI",OA:A5067731735,NO AFFILIATION,NO COUNTRY,OA:A5067731735
"EBRAHIMI P, 2018, CONTRIB MANAG SCI",ORCID:0000-0002-5720-4544,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-5720-4544
"EBRAHIMI P, 2018, CONTRIB MANAG SCI",OA:A5010336581,NO AFFILIATION,NO COUNTRY,OA:A5010336581
"EBRAHIMI P, 2017, EURASIAN BUS REV",ORCID:0000-0003-4987-9792,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-4987-9792
"EBOLI L, 2009, J PUBLIC TRANSPORT",ORCID:0000-0002-3304-6430,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-3304-6430
"EBOLI L, 2009, J PUBLIC TRANSPORT",ORCID:0000-0003-0993-454X,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-0993-454X
"EBNEYAMINI S, 2018, INT J QUAL METH",OA:A5052764754,NO AFFILIATION,NO COUNTRY,OA:A5052764754
"EBNEYAMINI S, 2018, INT J QUAL METH",ORCID:0000-0002-9584-581X,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-9584-581X
"MORRISON A, 2009, EUR PLAN STUD",ORCID:0000-0001-7637-3645,NO AFFILIATION,NO COUNTRY,ORCID:0000-0001-7637-3645
"MORRISON A, 1999, INTERNATIONAL JOURNAL OF CONTEMPORARY HOSPITALITY MANAGEMENT",OA:A5031690626,NO AFFILIATION,NO COUNTRY,OA:A5031690626
"EASTERBY-SMITH M, 2009, BRIT J MANAGE",OA:A5007266362,NO AFFILIATION,NO COUNTRY,OA:A5007266362
"EASTERBY-SMITH M, 2009, BRIT J MANAGE",OA:A5045423425,NO AFFILIATION,NO COUNTRY,OA:A5045423425
"ECKHARDT JT, 2003, J MANAGE",ORCID:0000-0001-6980-8903,NO AFFILIATION,NO COUNTRY,ORCID:0000-0001-6980-8903
"EAPEN A, 2019, ORGAN SCI",ORCID:0000-0002-6295-5983,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-6295-5983
"EAPEN A, 2019, ORGAN SCI",ORCID:0000-0003-1711-914X,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-1711-914X
"DÍEZ DAVID, 2022, ANAGRAMAS RUMBOS SENTIDOS COMUN.",ORCID:0000-0003-3336-054X,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-3336-054X
"DÍEZ DAVID, 2022, ANAGRAMAS RUMBOS SENTIDOS COMUN.",ORCID:0000-0002-8942-4189,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-8942-4189
"DZOGBENUKU RK, 2019, ASIA PAC J INNOV ENT",ORCID:0000-0003-1583-5767,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-1583-5767
"DYTHAM S, 2019, STUD HIGH EDUC",ORCID:0000-0003-4928-0309,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-4928-0309
"DYER JH, 1998, ACAD MANAGE REV",OA:A5108596508,NO AFFILIATION,NO COUNTRY,OA:A5108596508
"DY AM, 2020, EUR MANAG REV",ORCID:0000-0002-2737-311X,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-2737-311X
"DWYER FR, 1987, J MARKETING",OA:A5066985262,NO AFFILIATION,NO COUNTRY,OA:A5066985262
"DWYER FR, 1987, J MARKETING",OA:A5100922166,NO AFFILIATION,NO COUNTRY,OA:A5100922166
"DWIVEDI YK, 2023, PSYCHOL MARKET",ORCID:0000-0002-0956-0608,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-0956-0608
"MORGAN T, 2015, INT SMALL BUS J",ORCID:0000-0003-2394-2132,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-2394-2132
"DWIVEDI YK, 2023, PSYCHOL MARKET",ORCID:0000-0002-6657-3886,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-6657-3886
"DWIVEDI YK, 2023, PSYCHOL MARKET",OA:A5110984866,NO AFFILIATION,NO COUNTRY,OA:A5110984866
"DWIVEDI YK, 2023, PSYCHOL MARKET",ORCID:0000-0001-8353-3870,NO AFFILIATION,NO COUNTRY,ORCID:0000-0001-8353-3870
"DWIVEDI YK, 2023, PSYCHOL MARKET",ORCID:0000-0002-3758-9387,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-3758-9387
"MORGAN T, 2015, INT SMALL BUS J",ORCID:0000-0002-8103-2519,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-8103-2519
"DWIVEDI YK, 2023, PSYCHOL MARKET",ORCID:0000-0001-7118-9013,NO AFFILIATION,NO COUNTRY,ORCID:0000-0001-7118-9013
"DWIVEDI YK, 2023, PSYCHOL MARKET",ORCID:0000-0002-6740-4857,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-6740-4857
"DWIVEDI YK, 2023, PSYCHOL MARKET",OA:A5107368669,NO AFFILIATION,NO COUNTRY,OA:A5107368669
"DWIVEDI YK, 2023, PSYCHOL MARKET",ORCID:0000-0003-4921-2816,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-4921-2816
"DWIVEDI YK, 2023, PSYCHOL MARKET",ORCID:0000-0002-6238-6397,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-6238-6397
"DWIVEDI YK, 2023, PSYCHOL MARKET",ORCID:0000-0003-3642-6989,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-3642-6989
"MOHSIN A, 2016, TOUR MANAG PERSPECT",OA:A5059509680,NO AFFILIATION,NO COUNTRY,OA:A5059509680
"DWIVEDI YK, 2023, PSYCHOL MARKET",ORCID:0000-0003-3514-2255,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-3514-2255
"MOHSIN A, 2016, TOUR MANAG PERSPECT",OA:A5077692944,NO AFFILIATION,NO COUNTRY,OA:A5077692944
"DWIVEDI A, 2023, J BUS RES",ORCID:0000-0002-9734-4015,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-9734-4015
"DWIVEDI A, 2015, J PROD BRAND MANAG",ORCID:0000-0003-3577-2804,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-3577-2804
"DVIR AD, 2010, JOURNAL OF HIGH TECHNOLOGY MANAGEMENT RESEARCH",OA:A5060111681,NO AFFILIATION,NO COUNTRY,OA:A5060111681
"DVIR AD, 2010, JOURNAL OF HIGH TECHNOLOGY MANAGEMENT RESEARCH",ORCID:0000-0002-2112-9749,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-2112-9749
"ECKEL CC, 1998, ECON J",ORCID:0000-0003-1583-5214,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-1583-5214
"ECKEL CC, 1998, ECON J",ORCID:0000-0003-2581-883X,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-2581-883X
"ECKSTEIN D, 2015, INT J PROD RES",OA:A5055309326,NO AFFILIATION,NO COUNTRY,OA:A5055309326
"ECKSTEIN D, 2015, INT J PROD RES",OA:A5082916636,NO AFFILIATION,NO COUNTRY,OA:A5082916636
"EHRET M, 2013, IND MARKET MANAG",OA:A5062179604,NO AFFILIATION,NO COUNTRY,OA:A5062179604
"EGGERS FABIAN, 2016, INTERNATIONAL JOURNAL OF TECHNOLOGY MARKETING",OA:A5043611594,NO AFFILIATION,NO COUNTRY,OA:A5043611594
"EGGERS F, 2012, INT ENTREP MANAG J",OA:A5112019251,NO AFFILIATION,NO COUNTRY,OA:A5112019251
"EFRAT K, 2017, INT BUS REV",ORCID:0000-0001-9937-3816,NO AFFILIATION,NO COUNTRY,ORCID:0000-0001-9937-3816
"MONAGHAN S, 2020, J INT BUS STUD",ORCID:0000-0002-5409-4175,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-5409-4175
"EFRAT K, 2017, INT BUS REV",OA:A5051151529,NO AFFILIATION,NO COUNTRY,OA:A5051151529
"EESLEY CE, 2021, STRATEGIC MANAGE J",ORCID:0000-0003-2348-1583,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-2348-1583
"EESLEY CE, 2021, STRATEGIC MANAGE J",ORCID:0000-0002-3930-0292,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-3930-0292
"EDWARDS J, 2023, J BUS RES",ORCID:0000-0003-3890-8893,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-3890-8893
"EDWARDS J, 2023, J BUS RES",ORCID:0000-0001-7480-232X,NO AFFILIATION,NO COUNTRY,ORCID:0000-0001-7480-232X
"MONAGHAN S, 2020, J INT BUS STUD",ORCID:0000-0001-7508-3697,NO AFFILIATION,NO COUNTRY,ORCID:0000-0001-7508-3697
"EDVARDSSON B, 2011, J ACAD MARKET SCI",ORCID:0000-0003-2705-0836,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-2705-0836
"EDVARDSSON B, 2011, J ACAD MARKET SCI",ORCID:0000-0002-5605-9285,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-5605-9285
"EDVARDSSON B, 2011, J ACAD MARKET SCI",ORCID:0000-0002-1234-5503,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-1234-5503
"MOLNER S, 2019, J MARKETING",OA:A5084463663,NO AFFILIATION,NO COUNTRY,OA:A5084463663
"EDMONDSON AC, 2007, ACAD MANAG ANN",OA:A5109488446,NO AFFILIATION,NO COUNTRY,OA:A5109488446
"EDMONDSON AC, 2007, ACAD MANAG ANN",OA:A5051248048,NO AFFILIATION,NO COUNTRY,OA:A5051248048
"EDLER J, 2016, RES POLICY",ORCID:0000-0003-0938-1244,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-0938-1244
"EDLER J, 2016, RES POLICY",ORCID:0000-0002-8634-4976,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-8634-4976
"EDEH E, 2023, STRUCT EQU MODELING",ORCID:0000-0001-9902-0922,NO AFFILIATION,NO COUNTRY,ORCID:0000-0001-9902-0922
"EDEH E, 2023, STRUCT EQU MODELING",ORCID:0000-0001-5279-8163,NO AFFILIATION,NO COUNTRY,ORCID:0000-0001-5279-8163
"EDEH E, 2023, STRUCT EQU MODELING",OA:A5030569742,NO AFFILIATION,NO COUNTRY,OA:A5030569742
"EDDY JM, 2009, HEALTH PROMOT PRACT",ORCID:0000-0001-5847-3052,NO AFFILIATION,NO COUNTRY,ORCID:0000-0001-5847-3052
"ERDOGAN Z, 2010, JOURNAL OF MARKETING MANAGEMENT",ORCID:0000-0002-2147-7356,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-2147-7356
"ERGÜN HS, 2013, PROCD SOC BEHV",ORCID:0000-0003-3885-8902,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-3885-8902
"ERGÜN HS, 2013, PROCD SOC BEHV",OA:A5029565378,NO AFFILIATION,NO COUNTRY,OA:A5029565378
"DUUS HJ, 1997, SCANDINAVIAN JOURNAL OF MANAGEMENT",OA:A5047178881,NO AFFILIATION,NO COUNTRY,OA:A5047178881
"ERHARDT N, 2016, SMALL GR RES",OA:A5067005304,NO AFFILIATION,NO COUNTRY,OA:A5067005304
"ERHARDT N, 2016, SMALL GR RES",ORCID:0000-0003-1346-2960,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-1346-2960
"ERHARDT N, 2016, SMALL GR RES",ORCID:0000-0002-4364-9753,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-4364-9753
"ERHARDT N, 2016, SMALL GR RES",ORCID:0000-0002-5835-961X,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-5835-961X
"MOLNER S, 2019, J MARKETING",OA:A5060480310,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-8830-5727
"MOLINER-VELÁZQUEZ B, 2019, J BRAND MANAG",ORCID:0000-0002-7082-7068,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-7082-7068
"FELDMAN MS, 2011, ORGAN SCI",ORCID:0000-0003-1327-2032,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-1327-2032
"FEIN EC, 2013, LEADERSHIP ORG DEV J",ORCID:0000-0003-4119-0130,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-4119-0130
"FEIN EC, 2013, LEADERSHIP ORG DEV J",ORCID:0000-0003-4735-5418,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-4735-5418
"FEIN EC, 2013, LEADERSHIP ORG DEV J",OA:A5028103570,NO AFFILIATION,NO COUNTRY,OA:A5028103570
"FEIN EC, 2013, LEADERSHIP ORG DEV J",OA:A5061679422,NO AFFILIATION,NO COUNTRY,OA:A5061679422
"FEGADA A, 2024, EUROPEAN SCIENTIFIC JOURNAL ESJ",OA:A5066366905,NO AFFILIATION,NO COUNTRY,OA:A5066366905
"FEGADA A, 2024, EUROPEAN SCIENTIFIC JOURNAL ESJ",ORCID:0000-0001-7072-7203,NO AFFILIATION,NO COUNTRY,ORCID:0000-0001-7072-7203
"FAZLOLLAHI A, 2018, INT J PROD ECON",OA:A5075967729,NO AFFILIATION,NO COUNTRY,OA:A5075967729
"FAZLOLLAHI A, 2018, INT J PROD ECON",ORCID:0000-0003-2017-7914,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-2017-7914
"FAZLELAHI FZ, 2023, ASIA PAC J MANAG",ORCID:0000-0002-7847-587X,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-7847-587X
"FAZIO RH, 1986, J PERS SOC PSYCHOL",ORCID:0000-0003-1735-2523,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-1735-2523
"MOLINA-CASTILLO FJ, 2011, IND MARKET MANAG",ORCID:0000-0002-7803-2104,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-7803-2104
"FAYOLLE A, 2016, INT SMALL BUS J",OA:A5066730103,NO AFFILIATION,NO COUNTRY,OA:A5066730103
"FAUL F, 2009, BEHAV RES METHODS",ORCID:0000-0002-7158-2920,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-7158-2920
"FAUL F, 2009, BEHAV RES METHODS",ORCID:0000-0003-1032-3981,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-1032-3981
"FAUL F, 2009, BEHAV RES METHODS",ORCID:0000-0003-4529-3444,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-4529-3444
"FAUL F, 2009, BEHAV RES METHODS",OA:A5073193174,NO AFFILIATION,NO COUNTRY,OA:A5073193174
"FAUCHART E, 2009, SMALL BUS ECON",ORCID:0000-0001-6260-1408,NO AFFILIATION,NO COUNTRY,ORCID:0000-0001-6260-1408
"MOLINA-CASTILLO FJ, 2011, IND MARKET MANAG",OA:A5035017373,NO AFFILIATION,NO COUNTRY,OA:A5035017373
"FARRUKH M, 2017, WORLD J ENTREP MANAG",ORCID:0000-0001-8745-7975,NO AFFILIATION,NO COUNTRY,ORCID:0000-0001-8745-7975
"FARRUKH M, 2017, WORLD J ENTREP MANAG",ORCID:0000-0001-8969-4763,NO AFFILIATION,NO COUNTRY,ORCID:0000-0001-8969-4763
"FARRUKH M, 2017, WORLD J ENTREP MANAG",ORCID:0000-0002-5336-7223,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-5336-7223
"FARRUKH M, 2017, WORLD J ENTREP MANAG",OA:A5000154910,NO AFFILIATION,NO COUNTRY,OA:A5000154910
"FARRUKH M, 2016, MANAG MARK",ORCID:0000-0001-7799-2464,NO AFFILIATION,NO COUNTRY,ORCID:0000-0001-7799-2464
"FARRUKH M, 2016, MANAG MARK",ORCID:0000-0002-2833-7647,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-2833-7647
"FAROUK S, 2018, SOC RESPONSIB J",OA:A5110583506,NO AFFILIATION,NO COUNTRY,OA:A5110583506
"FAROUK S, 2018, SOC RESPONSIB J",ORCID:0000-0002-3505-5955,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-3505-5955
"FARINHA L, 2020, INT REV PUB NON MARK",ORCID:0000-0003-4175-010X,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-4175-010X
"FARINHA L, 2016, J KNOWL ECON",ORCID:0000-0002-2079-3234,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-2079-3234
"FARINHA CM, 2015, INT J MARKETING COMM",ORCID:0000-0002-5467-1710,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-5467-1710
"FARINHA CM, 2015, INT J MARKETING COMM",ORCID:0000-0003-2305-4813,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-2305-4813
"FARINHA CM, 2015, INT J MARKETING COMM",ORCID:0000-0002-7091-2123,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-7091-2123
"FARINHA CM, 2015, INT J MARKETING COMM",ORCID:0000-0002-0828-8630,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-0828-8630
"FARIDA N, 2016, JURNAL DINAMIKA MANAJEMEN",ORCID:0000-0001-8532-4984,NO AFFILIATION,NO COUNTRY,ORCID:0000-0001-8532-4984
"FARHIKHTEH S, 2020, COMPET REV",ORCID:0000-0002-0481-0188,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-0481-0188
"FARHIKHTEH S, 2020, COMPET REV",ORCID:0000-0002-7857-9476,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-7857-9476
"FARHIKHTEH S, 2020, COMPET REV",ORCID:0000-0002-2222-6006,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-2222-6006
"FELLESSON M, 2011, SCAND J MANAG",ORCID:0000-0003-1419-2667,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-1419-2667
"FERNANDO ANTONIO MONTEIRO CHRISTOPH D A, 2021, REMARK",ORCID:0000-0002-8642-7157,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-8642-7157
"MOLINA-AZORÍN JF, 2011, J MIX METHOD RES",ORCID:0000-0002-6337-0514,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-6337-0514
"FERRIER WJ, 2001, ACAD MANAGE J",OA:A5109516535,NO AFFILIATION,NO COUNTRY,OA:A5109516535
"FERRI L, 2018, J OPEN INNOV-TECHNOL",ORCID:0000-0002-3889-6282,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-3889-6282
"FERRI L, 2018, J OPEN INNOV-TECHNOL",ORCID:0000-0003-1481-5991,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-1481-5991
"FERRI L, 2018, J OPEN INNOV-TECHNOL",ORCID:0000-0003-0557-3011,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-0557-3011
"FERRI L, 2018, J OPEN INNOV-TECHNOL",ORCID:0000-0002-6771-2374,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-6771-2374
"FERRERAS-MÉNDEZ JL, 2022, IND MARKET MANAG",ORCID:0000-0001-9248-7458,NO AFFILIATION,NO COUNTRY,ORCID:0000-0001-9248-7458
"FERRERAS-MÉNDEZ JL, 2022, IND MARKET MANAG",ORCID:0000-0002-3151-1933,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-3151-1933
"FERRELL L, 2010, J PERS SELL SALES M",ORCID:0000-0002-2309-309X,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-2309-309X
"FERRELL L, 2010, J PERS SELL SALES M",OA:A5081055395,NO AFFILIATION,NO COUNTRY,OA:A5081055395
"MOLDOVAN S, 2017, INT J RES MARK",OA:A5039416458,NO AFFILIATION,NO COUNTRY,OA:A5039416458
"FERREIRA A, 2022, INT J ORGAN ANAL",ORCID:0000-0002-9104-7757,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-9104-7757
"FERREIRA A, 2022, INT J ORGAN ANAL",ORCID:0000-0002-2601-5118,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-2601-5118
"FERRANDIZ J, 2018, INT J INOV SCI",OA:A5030027495,NO AFFILIATION,NO COUNTRY,OA:A5030027495
"FERRANDIZ J, 2018, INT J INOV SCI",ORCID:0000-0001-9742-5168,NO AFFILIATION,NO COUNTRY,ORCID:0000-0001-9742-5168
"FERRANDIZ J, 2018, INT J INOV SCI",ORCID:0000-0001-5222-5218,NO AFFILIATION,NO COUNTRY,ORCID:0000-0001-5222-5218
"FERNS BH, 2012, J DESTIN MARK MANAGE",OA:A5044586147,NO AFFILIATION,NO COUNTRY,OA:A5044586147
"FERNELEY E, 2006, TECHNOVATION",OA:A5068414123,NO AFFILIATION,NO COUNTRY,OA:A5068414123
"FERNELEY E, 2006, TECHNOVATION",ORCID:0000-0002-7543-6832,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-7543-6832
"FERNANDES AJ, 2022, REV MANAG SCI",ORCID:0000-0001-8186-2646,NO AFFILIATION,NO COUNTRY,ORCID:0000-0001-8186-2646
"FELLNHOFER K, 2014, INTERNATIONAL JOURNAL OF BUSINESS RESEARCH",ORCID:0000-0002-8421-1547,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-8421-1547
"FERGURSON JR, 2021, J CONSUM MARK",ORCID:0000-0001-9609-4993,NO AFFILIATION,NO COUNTRY,ORCID:0000-0001-9609-4993
"FERASSO MARCOS, 2011, INTERNATIONAL JOURNAL OF ENTREPRENEURSHIP AND SMALL BUSINESS",OA:A5011593915,NO AFFILIATION,NO COUNTRY,OA:A5011593915
"FENG TW, 2019, J BUS RES",ORCID:0000-0002-0067-0173,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-0067-0173
"FENG TW, 2019, J BUS RES",ORCID:0000-0003-2300-6133,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-2300-6133
"FEMALD L, 2005, SO BUSINESS REV",OA:A5109342664,NO AFFILIATION,NO COUNTRY,OA:A5109342664
"FELZENSZTEIN C, 2023, INT J ENTREP BEHAV R",ORCID:0000-0002-1949-8078,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-1949-8078
