Id,Label,PersonID,AuthorFullName,AuthorName,Orcid,OpenAlexAuthorID,AuthorID,ResearcherID,Email
ORCID:0000-0001-8353-3870,"SERGIO, BARTA",ORCID:0000-0001-8353-3870,"SERGIO, BARTA",SERGIO B,https://orcid.org/0000-0001-8353-3870,https://openalex.org/A5030294684,ORCID:0000-0001-8353-3870,,
ORCID:0000-0001-8358-9778,"MOIRA, SCERRI",ORCID:0000-0001-8358-9778,"MOIRA, SCERRI",MOIRA S,https://orcid.org/0000-0001-8358-9778,https://openalex.org/A5042167120,ORCID:0000-0001-8358-9778,,
ORCID:0000-0001-8360-9943,OLEH HUBANOV,ORCID:0000-0001-8360-9943,OLEH HUBANOV,HUBANOV O.,https://orcid.org/0000-0001-8360-9943,,ORCID:0000-0001-8360-9943,,
ORCID:0000-0001-8362-3833,"TERRY, THOMAS",ORCID:0000-0001-8362-3833,"TERRY, THOMAS",TERRY T,https://orcid.org/0000-0001-8362-3833,https://openalex.org/A5113993162,ORCID:0000-0001-8362-3833,,
ORCID:0000-0001-8362-4430,"SANDRA, MARIA CORREIA LOUREIRO",ORCID:0000-0001-8362-4430,"SANDRA, MARIA CORREIA LOUREIRO",SANDRA MCL,https://orcid.org/0000-0001-8362-4430,https://openalex.org/A5051848146,ORCID:0000-0001-8362-4430,,
ORCID:0000-0001-8363-3628,"CHARLES, R. PLOTT",ORCID:0000-0001-8363-3628,"CHARLES, R. PLOTT",CHARLES RP,https://orcid.org/0000-0001-8363-3628,https://openalex.org/A5015497452,ORCID:0000-0001-8363-3628,,
ORCID:0000-0001-8368-1275,"GHIAS, UL HASSAN KHAN",ORCID:0000-0001-8368-1275,"GHIAS, UL HASSAN KHAN",GHIAS UHK,https://orcid.org/0000-0001-8368-1275,https://openalex.org/A5044162470,ORCID:0000-0001-8368-1275,,
ORCID:0000-0001-8368-7589,"NIRMALYA, KUMAR",ORCID:0000-0001-8368-7589,"NIRMALYA, KUMAR",NIRMALYA K,https://orcid.org/0000-0001-8368-7589,https://openalex.org/A5000225436,ORCID:0000-0001-8368-7589,,
ORCID:0000-0001-8370-6751,"MARGE, TAKS",ORCID:0000-0001-8370-6751,"MARGE, TAKS",MARGE T,https://orcid.org/0000-0001-8370-6751,https://openalex.org/A5079178799,ORCID:0000-0001-8370-6751,,
ORCID:0000-0001-8373-9254,"ANDREW, SMITH",ORCID:0000-0001-8373-9254,"ANDREW, SMITH",ANDREW S,https://orcid.org/0000-0001-8373-9254,https://openalex.org/A5100667852,ORCID:0000-0001-8373-9254,,
ORCID:0000-0001-8375-3785,"ALAN, L. MONTGOMERY",ORCID:0000-0001-8375-3785,"ALAN, L. MONTGOMERY",ALAN LM,https://orcid.org/0000-0001-8375-3785,https://openalex.org/A5004165506,ORCID:0000-0001-8375-3785,,
ORCID:0000-0001-8375-8041,"ELIZABETH, WALKER",ORCID:0000-0001-8375-8041,"ELIZABETH, WALKER",ELIZABETH W,https://orcid.org/0000-0001-8375-8041,https://openalex.org/A5108059813,ORCID:0000-0001-8375-8041,,
ORCID:0000-0001-8377-2636,"ORLA, BYRNE",ORCID:0000-0001-8377-2636,"ORLA, BYRNE",ORLA B,https://orcid.org/0000-0001-8377-2636,https://openalex.org/A5052711521,ORCID:0000-0001-8377-2636,,
ORCID:0000-0001-8381-3645,"VACLAV, STETKA",ORCID:0000-0001-8381-3645,"VACLAV, STETKA",VACLAV S,https://orcid.org/0000-0001-8381-3645,https://openalex.org/A5068903816,ORCID:0000-0001-8381-3645,,
ORCID:0000-0001-8382-6091,"FEI, QIN",ORCID:0000-0001-8382-6091,"FEI, QIN",FEI Q,https://orcid.org/0000-0001-8382-6091,https://openalex.org/A5079080688,ORCID:0000-0001-8382-6091,,
ORCID:0000-0001-8391-9378,"STEVEN, W. FLOYD",ORCID:0000-0001-8391-9378,"STEVEN, W. FLOYD",STEVEN WF,https://orcid.org/0000-0001-8391-9378,https://openalex.org/A5030805331,ORCID:0000-0001-8391-9378,,
ORCID:0000-0001-8393-0796,KWOK HUNG LAU,ORCID:0000-0001-8393-0796,KWOK HUNG LAU,LAU K.H.,https://orcid.org/0000-0001-8393-0796,,ORCID:0000-0001-8393-0796,,
ORCID:0000-0001-8393-3030,"ANIS, KHEDHAOURIA",ORCID:0000-0001-8393-3030,"ANIS, KHEDHAOURIA",ANIS K,https://orcid.org/0000-0001-8393-3030,https://openalex.org/A5045488167,ORCID:0000-0001-8393-3030,,
ORCID:0000-0001-8394-6501,ALVARO PEDRAZA,ORCID:0000-0001-8394-6501,ALVARO PEDRAZA,PEDRAZA Á.,https://orcid.org/0000-0001-8394-6501,,ORCID:0000-0001-8394-6501,,
ORCID:0000-0001-8394-9921,"MARCO, WOLF",ORCID:0000-0001-8394-9921,"MARCO, WOLF",MARCO W,https://orcid.org/0000-0001-8394-9921,https://openalex.org/A5101554851,ORCID:0000-0001-8394-9921,,
ORCID:0000-0001-8397-4326,"YUNG‐CHANG, HSIAO",ORCID:0000-0001-8397-4326,"YUNG‐CHANG, HSIAO",YUNG‐CHANG H,https://orcid.org/0000-0001-8397-4326,https://openalex.org/A5071020191,ORCID:0000-0001-8397-4326,,
ORCID:0000-0001-8398-2190,KELVYN JONES,ORCID:0000-0001-8398-2190,KELVYN JONES,JONES K.,https://orcid.org/0000-0001-8398-2190,,ORCID:0000-0001-8398-2190,,
ORCID:0000-0001-8400-5527,"NNAMDI, O. MADICHIE",ORCID:0000-0001-8400-5527,"NNAMDI, O. MADICHIE",NNAMDI OM,https://orcid.org/0000-0001-8400-5527,https://openalex.org/A5041078873,ORCID:0000-0001-8400-5527,,
ORCID:0000-0001-8400-812X,"STEPHEN, TAGG",ORCID:0000-0001-8400-812X,"STEPHEN, TAGG",STEPHEN T,https://orcid.org/0000-0001-8400-812X,https://openalex.org/A5031071874,ORCID:0000-0001-8400-812X,,
ORCID:0000-0001-8405-381X,"HUNNA, J. WATSON",ORCID:0000-0001-8405-381X,"HUNNA, J. WATSON",HUNNA JW,https://orcid.org/0000-0001-8405-381X,https://openalex.org/A5029978172,ORCID:0000-0001-8405-381X,,
ORCID:0000-0001-8406-0083,"JOHN, ISAACS",ORCID:0000-0001-8406-0083,"JOHN, ISAACS",JOHN I,https://orcid.org/0000-0001-8406-0083,https://openalex.org/A5000516169,ORCID:0000-0001-8406-0083,,
ORCID:0000-0001-8406-9678,"SARRA, BERRAIES",ORCID:0000-0001-8406-9678,"SARRA, BERRAIES",SARRA B,https://orcid.org/0000-0001-8406-9678,https://openalex.org/A5026192354,ORCID:0000-0001-8406-9678,,
ORCID:0000-0001-8410-1279,"MICHAEL, HARKER",ORCID:0000-0001-8410-1279,"MICHAEL, HARKER",MICHAEL H,https://orcid.org/0000-0001-8410-1279,https://openalex.org/A5037452084,ORCID:0000-0001-8410-1279,,
ORCID:0000-0001-8411-6040,"ZSOLT, KATONA",ORCID:0000-0001-8411-6040,"ZSOLT, KATONA",ZSOLT K,https://orcid.org/0000-0001-8411-6040,https://openalex.org/A5062120738,ORCID:0000-0001-8411-6040,,
ORCID:0000-0001-8419-476X,"AUGUSTO, ROCHA",ORCID:0000-0001-8419-476X,"AUGUSTO, ROCHA",AUGUSTO R,https://orcid.org/0000-0001-8419-476X,https://openalex.org/A5087556703,ORCID:0000-0001-8419-476X,,
ORCID:0000-0001-8422-8034,"SAHARA, N. SALTIJERAL",ORCID:0000-0001-8422-8034,"SAHARA, N. SALTIJERAL",SAHARA NS,https://orcid.org/0000-0001-8422-8034,https://openalex.org/A5056958697,ORCID:0000-0001-8422-8034,,
ORCID:0000-0001-8428-0481,"MAUD, VAN DEN BROEKE",ORCID:0000-0001-8428-0481,"MAUD, VAN DEN BROEKE",MAUD VDB,https://orcid.org/0000-0001-8428-0481,https://openalex.org/A5017129720,ORCID:0000-0001-8428-0481,,
ORCID:0000-0001-8428-7640,"DANNY, MILLER",ORCID:0000-0001-8428-7640,"DANNY, MILLER",DANNY M,https://orcid.org/0000-0001-8428-7640,https://openalex.org/A5080734771,ORCID:0000-0001-8428-7640,,
ORCID:0000-0001-8433-4590,"ROBERT, A. PETERSON",ORCID:0000-0001-8433-4590,"ROBERT, A. PETERSON",ROBERT AP,https://orcid.org/0000-0001-8433-4590,https://openalex.org/A5102852154,OA:A5102852154,,
ORCID:0000-0001-8435-2123,"JAYENDIRA, P. SANKAR",ORCID:0000-0001-8435-2123,"JAYENDIRA, P. SANKAR",JAYENDIRA PS,https://orcid.org/0000-0001-8435-2123,https://openalex.org/A5070515240,ORCID:0000-0001-8435-2123,,
ORCID:0000-0001-8436-4714,NICCOLO NIRINO,ORCID:0000-0001-8436-4714,NICCOLO NIRINO,NIRINO N.,https://orcid.org/0000-0001-8436-4714,,ORCID:0000-0001-8436-4714,,
ORCID:0000-0001-8440-9564,"JUN‐HWA, CHEAH",ORCID:0000-0001-8440-9564,"JUN‐HWA, CHEAH",JUN‐HWA C,https://orcid.org/0000-0001-8440-9564,https://openalex.org/A5028206189,ORCID:0000-0001-8440-9564,,
ORCID:0000-0001-8444-7480,"SUSANNE, MARIA WEBER",ORCID:0000-0001-8444-7480,"SUSANNE, MARIA WEBER",SUSANNE MW,https://orcid.org/0000-0001-8444-7480,https://openalex.org/A5010205316,ORCID:0000-0001-8444-7480,,
ORCID:0000-0001-8446-8425,"MAKTOBA, OMAR",ORCID:0000-0001-8446-8425,"MAKTOBA, OMAR",MAKTOBA O,https://orcid.org/0000-0001-8446-8425,https://openalex.org/A5036942488,ORCID:0000-0001-8446-8425,,
ORCID:0000-0001-8448-4521,"NEES, JAN VAN ECK",ORCID:0000-0001-8448-4521,"NEES, JAN VAN ECK",NEES JVE,https://orcid.org/0000-0001-8448-4521,https://openalex.org/A5079208483,ORCID:0000-0001-8448-4521,,
ORCID:0000-0001-8449-317X,"MATTHIAS, G. RAITH",ORCID:0000-0001-8449-317X,"MATTHIAS, G. RAITH",MATTHIAS GR,https://orcid.org/0000-0001-8449-317X,https://openalex.org/A5091566945,ORCID:0000-0001-8449-317X,,
ORCID:0000-0001-8450-4131,HUAM HON TAT,ORCID:0000-0001-8450-4131,HUAM HON TAT,TAT H.H.,https://orcid.org/0000-0001-8450-4131,,ORCID:0000-0001-8450-4131,,
ORCID:0000-0001-8454-6980,SAIF UL ISLAM,ORCID:0000-0001-8454-6980,SAIF UL ISLAM,ISLAM S.U.,https://orcid.org/0000-0001-8454-6980,,ORCID:0000-0001-8454-6980,,
ORCID:0000-0001-8455-0963,"ELDON, Y. LI",ORCID:0000-0001-8455-0963,"ELDON, Y. LI",ELDON YL,https://orcid.org/0000-0001-8455-0963,https://openalex.org/A5043017759,ORCID:0000-0001-8455-0963,,
ORCID:0000-0001-8458-4370,PIYAWAT CHANINTRAKUL,ORCID:0000-0001-8458-4370,PIYAWAT CHANINTRAKUL,CHANINTRAKUL P.,https://orcid.org/0000-0001-8458-4370,,ORCID:0000-0001-8458-4370,,
ORCID:0000-0001-8460-9232,YING XIE,ORCID:0000-0001-8460-9232,YING XIE,XIE Y.,https://orcid.org/0000-0001-8460-9232,,ORCID:0000-0001-8460-9232,,
ORCID:0000-0001-8462-1143,"HANS, MUHLBACHER",ORCID:0000-0001-8462-1143,"HANS, MUHLBACHER",HANS M,https://orcid.org/0000-0001-8462-1143,https://openalex.org/A5068993649,ORCID:0000-0001-8462-1143,,
ORCID:0000-0001-8462-1928,"LUIS, FELIPE MALDANER",ORCID:0000-0001-8462-1928,"LUIS, FELIPE MALDANER",LUIS FM,https://orcid.org/0000-0001-8462-1928,https://openalex.org/A5075345534,ORCID:0000-0001-8462-1928,,
ORCID:0000-0001-8464-3510,"JOHAN, GADDEFORS",ORCID:0000-0001-8464-3510,"JOHAN, GADDEFORS",JOHAN G,https://orcid.org/0000-0001-8464-3510,https://openalex.org/A5072030753,ORCID:0000-0001-8464-3510,,JGR@HIG.SE
ORCID:0000-0001-8466-3693,"DANIELA, CARLUCCI",ORCID:0000-0001-8466-3693,"DANIELA, CARLUCCI",DANIELA C,https://orcid.org/0000-0001-8466-3693,https://openalex.org/A5060027741,ORCID:0000-0001-8466-3693,,
ORCID:0000-0001-8469-190X,"ERIC, HANSEN",ORCID:0000-0001-8469-190X,"ERIC, HANSEN",ERIC H,https://orcid.org/0000-0001-8469-190X,https://openalex.org/A5010834914,ORCID:0000-0001-8469-190X,,
ORCID:0000-0001-8469-2427,"SUSANNE, DURST",ORCID:0000-0001-8469-2427,"SUSANNE, DURST",SUSANNE D,https://orcid.org/0000-0001-8469-2427,https://openalex.org/A5016103726,ORCID:0000-0001-8469-2427,,
ORCID:0000-0001-8469-3024,"RICHARD, J. AREND",ORCID:0000-0001-8469-3024,"RICHARD, J. AREND",RICHARD JA,https://orcid.org/0000-0001-8469-3024,https://openalex.org/A5063638021,ORCID:0000-0001-8469-3024,,
ORCID:0000-0001-8470-0984,"USMAN, GHANI",ORCID:0000-0001-8470-0984,"USMAN, GHANI",USMAN G,https://orcid.org/0000-0001-8470-0984,https://openalex.org/A5025337456,ORCID:0000-0001-8470-0984,,
ORCID:0000-0001-8470-2576,"CHARLES, ODURO ACHEAMPONG OTOO",ORCID:0000-0001-8470-2576,"CHARLES, ODURO ACHEAMPONG OTOO",CHARLES OAO,https://orcid.org/0000-0001-8470-2576,https://openalex.org/A5047423149,ORCID:0000-0001-8470-2576,,
ORCID:0000-0001-8471-2336,"ANA, BELEN ESCRIG TENA",ORCID:0000-0001-8471-2336,"ANA, BELEN ESCRIG TENA",ANA BET,https://orcid.org/0000-0001-8471-2336,https://openalex.org/A5047480402,ORCID:0000-0001-8471-2336,,
ORCID:0000-0001-8473-1043,"TORSTEN, M. PIEPER",ORCID:0000-0001-8473-1043,"TORSTEN, M. PIEPER",TORSTEN MP,https://orcid.org/0000-0001-8473-1043,https://openalex.org/A5034404599,ORCID:0000-0001-8473-1043,,
ORCID:0000-0001-8480-3916,"CHRISTIAN, NITZL",ORCID:0000-0001-8480-3916,"CHRISTIAN, NITZL",CHRISTIAN N,https://orcid.org/0000-0001-8480-3916,https://openalex.org/A5033028704,ORCID:0000-0001-8480-3916,,
ORCID:0000-0001-8481-4949,"LIE, HENG",ORCID:0000-0001-8481-4949,"LIE, HENG",LIE H,https://orcid.org/0000-0001-8481-4949,https://openalex.org/A5046766790,ORCID:0000-0001-8481-4949,,
ORCID:0000-0001-8483-8713,"ZHIQIANG, ZHENG",ORCID:0000-0001-8483-8713,"ZHIQIANG, ZHENG",ZHIQIANG Z,https://orcid.org/0000-0001-8483-8713,https://openalex.org/A5038347162,ORCID:0000-0001-8483-8713,,
ORCID:0000-0001-8486-9309,"ELINA, VARAMAKI",ORCID:0000-0001-8486-9309,"ELINA, VARAMAKI",ELINA V,https://orcid.org/0000-0001-8486-9309,https://openalex.org/A5026580398,ORCID:0000-0001-8486-9309,,
ORCID:0000-0001-8489-5195,"FRANCISCO, DO ADRO",ORCID:0000-0001-8489-5195,"FRANCISCO, DO ADRO",FRANCISCO DA,https://orcid.org/0000-0001-8489-5195,https://openalex.org/A5002749978,ORCID:0000-0001-8489-5195,,
ORCID:0000-0001-8489-7107,"FRANCISCO, J. CONEJO",ORCID:0000-0001-8489-7107,"FRANCISCO, J. CONEJO",FRANCISCO JC,https://orcid.org/0000-0001-8489-7107,https://openalex.org/A5036590896,ORCID:0000-0001-8489-7107,,FRANCISCO.CONEJO@UCDENVER.EDU
ORCID:0000-0001-8489-9444,YAW AGYABENG‐MENSAH,ORCID:0000-0001-8489-9444,YAW AGYABENG‐MENSAH,AGYABENG‐MENSAH Y.,https://orcid.org/0000-0001-8489-9444,,ORCID:0000-0001-8489-9444,,
ORCID:0000-0001-8491-3680,"WENSONG, BAI",ORCID:0000-0001-8491-3680,"WENSONG, BAI",WENSONG B,https://orcid.org/0000-0001-8491-3680,https://openalex.org/A5092098393,OA:A5092098393,,
ORCID:0000-0001-8492-8743,"SARAH, E. SHANNON",ORCID:0000-0001-8492-8743,"SARAH, E. SHANNON",SARAH ES,https://orcid.org/0000-0001-8492-8743,https://openalex.org/A5069080391,ORCID:0000-0001-8492-8743,,
ORCID:0000-0001-8498-1827,"SHAFIG, AL-HADDAD",ORCID:0000-0001-8498-1827,"SHAFIG, AL-HADDAD",SHAFIG A,https://orcid.org/0000-0001-8498-1827,https://openalex.org/A5078976870,ORCID:0000-0001-8498-1827,,
ORCID:0000-0001-8499-007X,"GRACE, CARSON",ORCID:0000-0001-8499-007X,"GRACE, CARSON",GRACE C,https://orcid.org/0000-0001-8499-007X,https://openalex.org/A5060576234,ORCID:0000-0001-8499-007X,,
ORCID:0000-0001-8499-4222,"ELDREDE, KAHIYA",ORCID:0000-0001-8499-4222,"ELDREDE, KAHIYA",ELDREDE K,https://orcid.org/0000-0001-8499-4222,https://openalex.org/A5076537981,ORCID:0000-0001-8499-4222,,
ORCID:0000-0001-8505-9164,"NURGUL, OZBEK",ORCID:0000-0001-8505-9164,"NURGUL, OZBEK",NURGUL O,https://orcid.org/0000-0001-8505-9164,https://openalex.org/A5074979254,ORCID:0000-0001-8505-9164,,
ORCID:0000-0001-8509-5034,"ANDRIUS, CIGINAS",ORCID:0000-0001-8509-5034,"ANDRIUS, CIGINAS",ANDRIUS C,https://orcid.org/0000-0001-8509-5034,https://openalex.org/A5022087860,ORCID:0000-0001-8509-5034,,
ORCID:0000-0001-8513-761X,"TAYEBEH, NIKRAFTAR",ORCID:0000-0001-8513-761X,"TAYEBEH, NIKRAFTAR",TAYEBEH N,https://orcid.org/0000-0001-8513-761X,https://openalex.org/A5006816286,ORCID:0000-0001-8513-761X,,
ORCID:0000-0001-8516-460X,"YONGWOOK, SUN",ORCID:0000-0001-8516-460X,"YONGWOOK, SUN",YONGWOOK S,https://orcid.org/0000-0001-8516-460X,https://openalex.org/A5015233067,ORCID:0000-0001-8516-460X,,
ORCID:0000-0001-8517-5245,"SURESHK, SACHDEVA",ORCID:0000-0001-8517-5245,"SURESHK, SACHDEVA",SURESHK S,https://orcid.org/0000-0001-8517-5245,https://openalex.org/A5031644329,ORCID:0000-0001-8517-5245,,
ORCID:0000-0001-8518-4651,BJORN BJERKE,ORCID:0000-0001-8518-4651,BJORN BJERKE,BJERKE B.,https://orcid.org/0000-0001-8518-4651,,ORCID:0000-0001-8518-4651,,
ORCID:0000-0001-8518-7166,"SHAKER, A. ZAHRA",ORCID:0000-0001-8518-7166,"SHAKER, A. ZAHRA",SHAKER AZ,https://orcid.org/0000-0001-8518-7166,https://openalex.org/A5046028773,ORCID:0000-0001-8518-7166,,
ORCID:0000-0001-8521-4988,"GIAMPAOLO, VIGLIA",ORCID:0000-0001-8521-4988,"GIAMPAOLO, VIGLIA",GIAMPAOLO V,https://orcid.org/0000-0001-8521-4988,https://openalex.org/A5065568454,ORCID:0000-0001-8521-4988,,
ORCID:0000-0001-8521-7468,GALEN CLAVIO,ORCID:0000-0001-8521-7468,GALEN CLAVIO,CLAVIO G.,https://orcid.org/0000-0001-8521-7468,,ORCID:0000-0001-8521-7468,,
ORCID:0000-0001-8522-8036,"ROGER, C. MAYER",ORCID:0000-0001-8522-8036,"ROGER, C. MAYER",ROGER CM,https://orcid.org/0000-0001-8522-8036,https://openalex.org/A5007665109,ORCID:0000-0001-8522-8036,,
ORCID:0000-0001-8525-6395,"MICHAEL, MYERS",ORCID:0000-0001-8525-6395,"MICHAEL, MYERS",MICHAEL M,https://orcid.org/0000-0001-8525-6395,https://openalex.org/A5026709421,ORCID:0000-0001-8525-6395,,
ORCID:0000-0001-8526-4280,"BETH, TIMMERS",ORCID:0000-0001-8526-4280,"BETH, TIMMERS",BETH T,https://orcid.org/0000-0001-8526-4280,https://openalex.org/A5017492166,ORCID:0000-0001-8526-4280,,
ORCID:0000-0001-8529-1991,LOUIS ROLAND EPOH,ORCID:0000-0001-8529-1991,LOUIS ROLAND EPOH,EPOH L.R.,https://orcid.org/0000-0001-8529-1991,,ORCID:0000-0001-8529-1991,,
ORCID:0000-0001-8530-3251,"VICTORIA, SAVALEI",ORCID:0000-0001-8530-3251,"VICTORIA, SAVALEI",VICTORIA S,https://orcid.org/0000-0001-8530-3251,https://openalex.org/A5055786394,ORCID:0000-0001-8530-3251,,
ORCID:0000-0001-8532-7894,"ALBERT, MEIJER",ORCID:0000-0001-8532-7894,"ALBERT, MEIJER",ALBERT M,https://orcid.org/0000-0001-8532-7894,https://openalex.org/A5084778347,ORCID:0000-0001-8532-7894,,
ORCID:0000-0001-8532-946X,"MARK, DODGSON",ORCID:0000-0001-8532-946X,"MARK, DODGSON",MARK D,https://orcid.org/0000-0001-8532-946X,https://openalex.org/A5043613326,ORCID:0000-0001-8532-946X,,
ORCID:0000-0001-8535-9597,DAVIS KA CHIO FONG,ORCID:0000-0001-8535-9597,DAVIS KA CHIO FONG,FONG D.K.C.,https://orcid.org/0000-0001-8535-9597,,ORCID:0000-0001-8535-9597,,
ORCID:0000-0001-8536-9488,"MARGARIDA, VICENTE",ORCID:0000-0001-8536-9488,"MARGARIDA, VICENTE",MARGARIDA V,https://orcid.org/0000-0001-8536-9488,https://openalex.org/A5003853946,ORCID:0000-0001-8536-9488,,
ORCID:0000-0001-8538-2463,"ANGGRAENI, PERMATASARI",ORCID:0000-0001-8538-2463,"ANGGRAENI, PERMATASARI",ANGGRAENI P,https://orcid.org/0000-0001-8538-2463,https://openalex.org/A5049543653,ORCID:0000-0001-8538-2463,,
ORCID:0000-0001-8542-1848,"MARIN, JOVANOVIC",ORCID:0000-0001-8542-1848,"MARIN, JOVANOVIC",MARIN J,https://orcid.org/0000-0001-8542-1848,https://openalex.org/A5026361980,ORCID:0000-0001-8542-1848,,
ORCID:0000-0001-8543-9044,"UMU, KHOUROH",ORCID:0000-0001-8543-9044,"UMU, KHOUROH",UMU K,https://orcid.org/0000-0001-8543-9044,https://openalex.org/A5018621378,ORCID:0000-0001-8543-9044,,
ORCID:0000-0001-8544-4329,"DOUGLAS, HANNAH",ORCID:0000-0001-8544-4329,"DOUGLAS, HANNAH",DOUGLAS H,https://orcid.org/0000-0001-8544-4329,https://openalex.org/A5081846573,ORCID:0000-0001-8544-4329,,
ORCID:0000-0001-8546-1209,"AHMED, FAISAL SIDDIQI",ORCID:0000-0001-8546-1209,"AHMED, FAISAL SIDDIQI",AHMED FS,https://orcid.org/0000-0001-8546-1209,https://openalex.org/A5047262835,ORCID:0000-0001-8546-1209,,
ORCID:0000-0001-8547-0762,"SAMIR, DANI",ORCID:0000-0001-8547-0762,"SAMIR, DANI",SAMIR D,https://orcid.org/0000-0001-8547-0762,https://openalex.org/A5075841422,ORCID:0000-0001-8547-0762,,
ORCID:0000-0001-8548-3475,"YOUNGJIN, YOO",ORCID:0000-0001-8548-3475,"YOUNGJIN, YOO",YOUNGJIN Y,https://orcid.org/0000-0001-8548-3475,https://openalex.org/A5017579509,ORCID:0000-0001-8548-3475,,
ORCID:0000-0001-8549-8917,"MARIA, ANAGNOU",ORCID:0000-0001-8549-8917,"MARIA, ANAGNOU",MARIA A,https://orcid.org/0000-0001-8549-8917,https://openalex.org/A5053525165,OA:A5053525165,,
ORCID:0000-0001-8551-6716,"RICHARD, C. BECHERER",ORCID:0000-0001-8551-6716,"RICHARD, C. BECHERER",RICHARD CB,https://orcid.org/0000-0001-8551-6716,https://openalex.org/A5015327448,NAME:BECHERER_RICHARD_C,6603868394.0,
ORCID:0000-0001-8560-0758,"CRISTINA, FERNANDES",ORCID:0000-0001-8560-0758,"CRISTINA, FERNANDES",CRISTINA F,https://orcid.org/0000-0001-8560-0758,https://openalex.org/A5044366607,ORCID:0000-0001-8560-0758,,
ORCID:0000-0001-8560-3836,THOMAS C. LAWTON,ORCID:0000-0001-8560-3836,THOMAS C. LAWTON,LAWTON T.C.,https://orcid.org/0000-0001-8560-3836,,ORCID:0000-0001-8560-3836,,
ORCID:0000-0001-8567-2559,"RODRIGO, RABETINO",ORCID:0000-0001-8567-2559,"RODRIGO, RABETINO",RODRIGO R,https://orcid.org/0000-0001-8567-2559,https://openalex.org/A5013314442,ORCID:0000-0001-8567-2559,,
ORCID:0000-0001-8567-5952,"GAUTAM, RAY",ORCID:0000-0001-8567-5952,"GAUTAM, RAY",GAUTAM R,https://orcid.org/0000-0001-8567-5952,https://openalex.org/A5033750966,ORCID:0000-0001-8567-5952,,
ORCID:0000-0001-8569-5320,"MARTIN, WETZELS",ORCID:0000-0001-8569-5320,"MARTIN, WETZELS",MARTIN W,https://orcid.org/0000-0001-8569-5320,https://openalex.org/A5031824280,ORCID:0000-0001-8569-5320,,
ORCID:0000-0001-8578-2803,"ALLAM, HAMDAN",ORCID:0000-0001-8578-2803,"ALLAM, HAMDAN",ALLAM H,https://orcid.org/0000-0001-8578-2803,https://openalex.org/A5059082508,ORCID:0000-0001-8578-2803,,
ORCID:0000-0001-8581-350X,"KAREN, D. HUGHES",ORCID:0000-0001-8581-350X,"KAREN, D. HUGHES",KAREN DH,https://orcid.org/0000-0001-8581-350X,https://openalex.org/A5029904611,ORCID:0000-0001-8581-350X,,
ORCID:0000-0001-8581-3681,"TADEUSZ, TYSZKA",ORCID:0000-0001-8581-3681,"TADEUSZ, TYSZKA",TADEUSZ T,https://orcid.org/0000-0001-8581-3681,https://openalex.org/A5030372331,ORCID:0000-0001-8581-3681,,
ORCID:0000-0001-8584-1041,"CHAOMEI, CHEN",ORCID:0000-0001-8584-1041,"CHAOMEI, CHEN",CHAOMEI C,https://orcid.org/0000-0001-8584-1041,https://openalex.org/A5018100309,ORCID:0000-0001-8584-1041,,
ORCID:0000-0001-8584-4496,NOR HIDAYATI ZAKARIA,ORCID:0000-0001-8584-4496,NOR HIDAYATI ZAKARIA,ZAKARIA N.H.,https://orcid.org/0000-0001-8584-4496,,ORCID:0000-0001-8584-4496,,
ORCID:0000-0001-8586-4390,"PEK-HOOI, SOH",ORCID:0000-0001-8586-4390,"PEK-HOOI, SOH",PEK-HOOI S,https://orcid.org/0000-0001-8586-4390,https://openalex.org/A5022750237,ORCID:0000-0001-8586-4390,,
ORCID:0000-0001-8588-7066,"BARBARA, BIGLIARDI",ORCID:0000-0001-8588-7066,"BARBARA, BIGLIARDI",BARBARA B,https://orcid.org/0000-0001-8588-7066,https://openalex.org/A5065003296,ORCID:0000-0001-8588-7066,,
ORCID:0000-0001-8590-0080,"OZGE, GOKBULUT OZDEMIR",ORCID:0000-0001-8590-0080,"OZGE, GOKBULUT OZDEMIR",OZGE GO,https://orcid.org/0000-0001-8590-0080,https://openalex.org/A5017472258,ORCID:0000-0001-8590-0080,,OZGEGOKBULUT@YAHOO.COM
ORCID:0000-0001-8592-6758,"MICHAEL, SANDBORN",ORCID:0000-0001-8592-6758,"MICHAEL, SANDBORN",MICHAEL S,https://orcid.org/0000-0001-8592-6758,https://openalex.org/A5042041372,ORCID:0000-0001-8592-6758,,
ORCID:0000-0001-8593-7094,"LAWRENCE, ANG",ORCID:0000-0001-8593-7094,"LAWRENCE, ANG",LAWRENCE A,https://orcid.org/0000-0001-8593-7094,https://openalex.org/A5001083878,ORCID:0000-0001-8593-7094,,
ORCID:0000-0001-8596-4500,"JO, ROYLE",ORCID:0000-0001-8596-4500,"JO, ROYLE",JO R,https://orcid.org/0000-0001-8596-4500,https://openalex.org/A5033595302,ORCID:0000-0001-8596-4500,,
ORCID:0000-0001-8596-5634,"HASNAIN, ZAHEER",ORCID:0000-0001-8596-5634,"HASNAIN, ZAHEER",HASNAIN Z,https://orcid.org/0000-0001-8596-5634,https://openalex.org/A5051400835,ORCID:0000-0001-8596-5634,,
ORCID:0000-0001-8603-5498,"JIANG, LI",ORCID:0000-0001-8603-5498,"JIANG, LI",JIANG L,https://orcid.org/0000-0001-8603-5498,https://openalex.org/A5100392357,ORCID:0000-0001-8603-5498,,
